Participant ID ,Session ID ,Study ID ,Session,Age ,Sex ,Handedness ,Highest level of Education/Training ,If ,If ,If ,q5,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 ,Do you play a musical instrument? ,q9,q10,q11,q12,q13,q14,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 
73895,309,ms021,4,22,Male,Right,Med School,1,,,Yes, 13-08-22,612.225,5.73099, Bipolar, SuctionCurved7Fr,6498.26,14485.5,13.3099,81.7329,No,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree, 13-08-22,612.225,5.73099, Bipolar, SuctionCurved7Fr,6498.26,14485.5,13.3099,81.7329
73920,302,ms022,1,24,Female,Right,Med School,1,,,Yes, 13-08-12,632.492,5.69955, SuctionCurved7Fr, Bipolar,13836.4,7981.87,13.2369,88.7645,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree, 13-08-12,632.492,5.69955, SuctionCurved7Fr, Bipolar,13836.4,7981.87,13.2369,88.7645
73920,303,ms022,2,24,Female,Right,Med School,1,,,Yes, 13-08-13,621.441,4.22352, Bipolar, SuctionCurved7Fr,6752.39,17667.9,9.80888,73.7971,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree, 13-08-13,621.441,4.22352, Bipolar, SuctionCurved7Fr,6752.39,17667.9,9.80888,73.7971
73920,304,ms022,3,24,Female,Right,Med School,1,,,Yes, 13-08-30,617.795,6.47124, SuctionCurved7Fr, Bipolar,13954.6,8630.47,15.0291,92.5464,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree, 13-08-30,617.795,6.47124, SuctionCurved7Fr, Bipolar,13954.6,8630.47,15.0291,92.5464
73920,305,ms022,4,24,Female,Right,Med School,1,,,Yes, 13-09-04,634.46,2.19151, SuctionCurved7Fr, Bipolar,9238.33,5274.78,5.08966,55.8605,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Agree, 13-09-04,634.46,2.19151, SuctionCurved7Fr, Bipolar,9238.33,5274.78,5.08966,55.8605
73921,298,ms023,1,23,Male,Right,Med School,1,,,Yes, 13-08-12,608.952,2.84674, SuctionCurved7Fr, Bipolar,6253.14,2105.62,6.61139,70.7579,No,Strongly agree,Agree,Disagree,Agree,Neutral,Neutral, 13-08-12,608.952,2.84674, SuctionCurved7Fr, Bipolar,6253.14,2105.62,6.61139,70.7579
73921,299,ms023,2,23,Male,Right,Med School,1,,,Yes, 13-08-13,617.663,2.80743, Bipolar, SuctionCurved7Fr,2824.96,11091.3,6.5201,73.3615,No,Strongly agree,Agree,Disagree,Agree,Neutral,Neutral, 13-08-13,617.663,2.80743, Bipolar, SuctionCurved7Fr,2824.96,11091.3,6.5201,73.3615
73921,300,ms023,3,23,Male,Right,Med School,1,,,Yes, 13-08-20,611.249,4.17591, Bipolar, SuctionCurved7Fr,2816.89,15461,9.69832,89.1442,No,Strongly agree,Agree,Disagree,Agree,Neutral,Neutral, 13-08-20,611.249,4.17591, Bipolar, SuctionCurved7Fr,2816.89,15461,9.69832,89.1442
73921,301,ms023,4,23,Male,Right,Med School,1,,,Yes, 13-08-21,713.839,4.58766, Bipolar, SuctionCurved7Fr,3423.18,23315.9,10.6546,89.913,No,Strongly agree,Agree,Disagree,Agree,Neutral,Neutral, 13-08-21,713.839,4.58766, Bipolar, SuctionCurved7Fr,3423.18,23315.9,10.6546,89.913
73952,286,ms024,1,21,Female,Right,Med School,1,,,No, 13-08-12,624.9,1.56254, SuctionCurved7Fr, Bipolar,5415.13,4892.9,3.62892,23.5234,No,Neutral,Neutral,Agree,Neutral,Agree,Neutral, 13-08-12,624.9,1.56254, SuctionCurved7Fr, Bipolar,5415.13,4892.9,3.62892,23.5234
73952,287,ms024,2,21,Female,Right,Med School,1,,,No, 13-08-13,607.504,5.9314, SuctionCurved7Fr, Bipolar,13076.3,1848.44,13.7753,99.1975,No,Neutral,Neutral,Agree,Neutral,Agree,Neutral, 13-08-13,607.504,5.9314, SuctionCurved7Fr, Bipolar,13076.3,1848.44,13.7753,99.1975
73952,288,ms024,3,21,Female,Right,Med School,1,,,No, 13-08-23,609.481,2.78777, Bipolar, SuctionCurved7Fr,3006.62,13230.7,6.47444,71.6551,No,Neutral,Neutral,Agree,Neutral,Agree,Neutral, 13-08-23,609.481,2.78777, Bipolar, SuctionCurved7Fr,3006.62,13230.7,6.47444,71.6551
73952,289,ms024,4,21,Female,Right,Med School,1,,,No, 13-08-26,606.198,2.76851, Bipolar, SuctionCurved7Fr,3542.9,15777.6,6.4297,69.5126,No,Neutral,Neutral,Agree,Neutral,Agree,Neutral, 13-08-26,606.198,2.76851, Bipolar, SuctionCurved7Fr,3542.9,15777.6,6.4297,69.5126
74079,274,ms025n,1,22,Male,Right,Med School,1,,,No, 13-08-13,610.045,2.46289, SuctionCurved7Fr, Bipolar,7346.86,3618,5.71992,61.1397,Yes,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree, 13-08-13,610.045,2.46289, SuctionCurved7Fr, Bipolar,7346.86,3618,5.71992,61.1397
74079,275,ms025n,2,22,Male,Right,Med School,1,,,No, 13-08-20,620.94,2.83073, Bipolar, SuctionCurved7Fr,2741.83,9713.66,6.5742,50.4391,Yes,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree, 13-08-20,620.94,2.83073, Bipolar, SuctionCurved7Fr,2741.83,9713.66,6.5742,50.4391
74079,277,ms025n,3,22,Male,Right,Med School,1,,,No, 13-09-06,609.319,2.47917, Bipolar, SuctionCurved7Fr,3205.62,13155.1,5.75773,55.3306,Yes,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree, 13-09-06,609.319,2.47917, Bipolar, SuctionCurved7Fr,3205.62,13155.1,5.75773,55.3306
74079,276,ms025n,4,22,Male,Right,Med School,1,,,No, 13-10-16,474.421,2.74732, Bipolar, SuctionCurved7Fr,2539.06,10070.2,6.38048,54.4223,Yes,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree, 13-10-16,474.421,2.74732, Bipolar, SuctionCurved7Fr,2539.06,10070.2,6.38048,54.4223
67547,9,MS101S1,1,22,Male,Right,Med School,1,,,Yes, 13-04-08,608.82,1.83461, SuctionCurved7Fr, Bipolar,6152.24,5974.19,4.26078,17.6021,Yes,Agree,Neutral,Agree,Agree,Agree,Neutral, 13-04-08,608.82,1.83461, SuctionCurved7Fr, Bipolar,6152.24,5974.19,4.26078,17.6021
67547,17,MS101S1,2,22,Male,Right,Med School,1,,,Yes, 13-05-07,626.76,4.56476, SuctionCurved7Fr, Bipolar,12758.9,6840.42,10.6014,60.2671,Yes,Agree,Neutral,Agree,Agree,Agree,Neutral, 13-05-07,626.76,4.56476, SuctionCurved7Fr, Bipolar,12758.9,6840.42,10.6014,60.2671
67547,77,MS101S1,3,22,Male,Right,Med School,1,,,Yes, 13-05-09,602.539,5.12593, SuctionCurved7Fr, Bipolar,14236.8,7793.16,11.9047,88.544,Yes,Agree,Neutral,Agree,Agree,Agree,Neutral, 13-05-09,602.539,5.12593, SuctionCurved7Fr, Bipolar,14236.8,7793.16,11.9047,88.544
67547,78,MS101S1,4,22,Male,Right,Med School,1,,,Yes, 13-05-14,604.882,6.16122, SuctionCurved7Fr, Bipolar,17131.3,6957.58,14.3091,95.5239,Yes,Agree,Neutral,Agree,Agree,Agree,Neutral, 13-05-14,604.882,6.16122, SuctionCurved7Fr, Bipolar,17131.3,6957.58,14.3091,95.5239
67584,10,MS102,1,22,Female,,Med School,1,,,No, 13-04-08,615.327,7.39505, SuctionCurved7Fr, Bipolar,16066.8,3355.95,17.1746,92.6806,No,Agree,Agree,Strongly disagree,Neutral,Disagree,Disagree, 13-04-08,615.327,7.39505, SuctionCurved7Fr, Bipolar,16066.8,3355.95,17.1746,92.6806
67584,18,MS102,2,22,Female,,Med School,1,,,No, 13-05-07,658.461,8.08983, SuctionCurved7Fr, Bipolar,18776.8,4828.29,18.7882,90.9541,No,Agree,Agree,Strongly disagree,Neutral,Disagree,Disagree, 13-05-07,658.461,8.08983, SuctionCurved7Fr, Bipolar,18776.8,4828.29,18.7882,90.9541
67584,71,MS102,3,22,Female,,Med School,1,,,No, 13-05-09,621.878,7.32048, SuctionCurved7Fr, Bipolar,13793.3,2593.61,17.0014,97.8621,No,Agree,Agree,Strongly disagree,Neutral,Disagree,Disagree, 13-05-09,621.878,7.32048, SuctionCurved7Fr, Bipolar,13793.3,2593.61,17.0014,97.8621
67584,72,MS102,4,22,Female,,Med School,1,,,No, 13-05-15,641.265,9.27074, SuctionCurved7Fr, Bipolar,17326,6052.5,21.5308,99.0996,No,Agree,Agree,Strongly disagree,Neutral,Disagree,Disagree, 13-05-15,641.265,9.27074, SuctionCurved7Fr, Bipolar,17326,6052.5,21.5308,99.0996
67599,11,MS103,1,25,Male,Right,Med School,,,,Yes, 13-04-08,615.381,3.3786, SuctionCurved7Fr, Bipolar,8177.35,3614.33,7.84661,69.8729,Yes,Agree,Disagree,Disagree,Neutral,Strongly agree,Agree, 13-04-08,615.381,3.3786, SuctionCurved7Fr, Bipolar,8177.35,3614.33,7.84661,69.8729
67711,68,MS104,1,22,Female,Right,Med School,1,,,Yes, 13-04-10,608.96,2.84104, SuctionCurved7Fr, Bipolar,7089.43,4272.4,6.59815,26.6086,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree, 13-04-10,608.96,2.84104, SuctionCurved7Fr, Bipolar,7089.43,4272.4,6.59815,26.6086
67711,69,MS104,2,22,Female,Right,Med School,1,,,Yes, 13-05-13,619.661,2.48564, SuctionCurved7Fr, Bipolar,8261.8,5666.22,5.77276,4.3725,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree, 13-05-13,619.661,2.48564, SuctionCurved7Fr, Bipolar,8261.8,5666.22,5.77276,4.3725
67711,70,MS104,3,22,Female,Right,Med School,1,,,Yes, 13-05-14,640.56,2.26576, SuctionCurved7Fr, Bipolar,6747.52,5046.66,5.26209,28.0977,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree, 13-05-14,640.56,2.26576, SuctionCurved7Fr, Bipolar,6747.52,5046.66,5.26209,28.0977
67711,138,MS104,4,22,Female,Right,Med School,1,,,Yes, 13-05-16,625.6,1.63586, SuctionCurved7Fr, Bipolar,6831.88,5066.64,3.79919,45.0629,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree, 13-05-16,625.6,1.63586, SuctionCurved7Fr, Bipolar,6831.88,5066.64,3.79919,45.0629
69289,46,MS105,1,25,Female,Left,Med School,1,,,Yes, 13-05-08,675.32,0, Bipolar, SuctionCurved7Fr,6458.56,6175.17,0,0,Yes,Neutral,Neutral,Disagree,Agree,Disagree,Disagree, 13-05-08,675.32,0, Bipolar, SuctionCurved7Fr,6458.56,6175.17,0,0
69289,47,MS105,2,25,Female,Left,Med School,1,,,Yes, 13-05-13,622.639,3.15269, SuctionCurved7Fr, Bipolar,7384.36,4548.43,7.32194,13.3126,Yes,Neutral,Neutral,Disagree,Agree,Disagree,Disagree, 13-05-13,622.639,3.15269, SuctionCurved7Fr, Bipolar,7384.36,4548.43,7.32194,13.3126
69289,48,MS105,3,25,Female,Left,Med School,1,,,Yes, 13-05-15,617.422,2.14316, SuctionCurved7Fr, Bipolar,10974.4,6466.15,4.97738,40.319,Yes,Neutral,Neutral,Disagree,Agree,Disagree,Disagree, 13-05-15,617.422,2.14316, SuctionCurved7Fr, Bipolar,10974.4,6466.15,4.97738,40.319
69289,135,MS105,4,25,Female,Left,Med School,1,,,Yes, 13-05-20,606.34,1.46348, SuctionCurved7Fr, Bipolar,10955.2,7229.07,3.39884,42.5532,Yes,Neutral,Neutral,Disagree,Agree,Disagree,Disagree, 13-05-20,606.34,1.46348, SuctionCurved7Fr, Bipolar,10955.2,7229.07,3.39884,42.5532
69360,31,ms106,1,25,Female,Right,Med School,1,,,No, 13-05-09,630.98,1.69835, SuctionCurved7Fr, Bipolar,8780.23,5139.29,3.94433,4.20783,Yes,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree, 13-05-09,630.98,1.69835, SuctionCurved7Fr, Bipolar,8780.23,5139.29,3.94433,4.20783
69360,32,ms106,2,25,Female,Right,Med School,1,,,No, 13-05-10,612.56,4.80946, SuctionCurved7Fr, Bipolar,14285.3,4919.71,11.1697,48.3563,Yes,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree, 13-05-10,612.56,4.80946, SuctionCurved7Fr, Bipolar,14285.3,4919.71,11.1697,48.3563
69360,33,ms106,3,25,Female,Right,Med School,1,,,No, 13-05-15,613.901,6.46598, SuctionCurved7Fr, Bipolar,16849.7,3393.84,15.0169,96.4503,Yes,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree, 13-05-15,613.901,6.46598, SuctionCurved7Fr, Bipolar,16849.7,3393.84,15.0169,96.4503
69360,134,ms106,4,25,Female,Right,Med School,1,,,No, 13-05-17,608.22,6.10167, SuctionCurved7Fr, Bipolar,17283.1,4357.64,14.1708,91.7238,Yes,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree, 13-05-17,608.22,6.10167, SuctionCurved7Fr, Bipolar,17283.1,4357.64,14.1708,91.7238
73951,290,ms107n,1,23,Female,Right,Med School,1,,,Yes, 13-08-12,634.38,1.84844, SuctionCurved7Fr, Bipolar,8809.58,4053.19,4.29289,12.1573,No,Agree,Agree,Disagree,Agree,Agree,Agree, 13-08-12,634.38,1.84844, SuctionCurved7Fr, Bipolar,8809.58,4053.19,4.29289,12.1573
73951,291,ms107n,2,23,Female,Right,Med School,1,,,Yes, 13-08-13,616.162,1.11126, SuctionCurved7Fr, Bipolar,6149.97,1353.27,2.58083,26.9338,No,Agree,Agree,Disagree,Agree,Agree,Agree, 13-08-13,616.162,1.11126, SuctionCurved7Fr, Bipolar,6149.97,1353.27,2.58083,26.9338
73951,292,ms107n,3,23,Female,Right,Med School,1,,,Yes, 13-08-20,614.299,1.81034, Bipolar, SuctionCurved7Fr,5718.88,7056.55,4.20442,16.1188,No,Agree,Agree,Disagree,Agree,Agree,Agree, 13-08-20,614.299,1.81034, Bipolar, SuctionCurved7Fr,5718.88,7056.55,4.20442,16.1188
73951,293,ms107n,4,23,Female,Right,Med School,1,,,Yes, 13-08-21,618.118,2.45835, Bipolar, SuctionCurved7Fr,3953.26,9577.85,5.70938,26.2055,No,Agree,Agree,Disagree,Agree,Agree,Agree, 13-08-21,618.118,2.45835, Bipolar, SuctionCurved7Fr,3953.26,9577.85,5.70938,26.2055
67734,19,MS108,1,24,Male,Right,Med School,1,,,Yes, 13-05-07,621.361,3.21702, SuctionCurved7Fr, Bipolar,10165.7,7142.02,7.47135,70.5337,Yes,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree, 13-05-07,621.361,3.21702, SuctionCurved7Fr, Bipolar,10165.7,7142.02,7.47135,70.5337
67734,65,MS108,2,24,Male,Right,Med School,1,,,Yes, 13-05-07,621.361,3.21702, SuctionCurved7Fr, Bipolar,10165.7,7142.02,7.47135,70.5337,Yes,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree, 13-05-07,621.361,3.21702, SuctionCurved7Fr, Bipolar,10165.7,7142.02,7.47135,70.5337
67734,66,MS108,3,24,Male,Right,Med School,1,,,Yes, 13-05-08,623.313,3.44165, SuctionCurved7Fr, Bipolar,9882.94,7938.33,7.99303,59.8853,Yes,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree, 13-05-08,623.313,3.44165, SuctionCurved7Fr, Bipolar,9882.94,7938.33,7.99303,59.8853
67734,67,MS108,4,24,Male,Right,Med School,1,,,Yes, 13-05-14,610.28,3.3907, SuctionCurved7Fr, Bipolar,10497.9,5624.97,7.87469,74.5175,Yes,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree, 13-05-14,610.28,3.3907, SuctionCurved7Fr, Bipolar,10497.9,5624.97,7.87469,74.5175
67834,53,MS109,1,23,Female,Right,Med School,1,,,Yes, 13-04-12,636.86,2.86083, SuctionCurved7Fr, Bipolar,15012.3,6601.47,6.64411,59.7887,Yes,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree, 13-04-12,636.86,2.86083, SuctionCurved7Fr, Bipolar,15012.3,6601.47,6.64411,59.7887
67834,54,MS109,2,23,Female,Right,Med School,1,,,Yes, 13-05-08,656.101,3.55449, SuctionCurved7Fr, Bipolar,14231.9,7910.2,8.2551,64.9453,Yes,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree, 13-05-08,656.101,3.55449, SuctionCurved7Fr, Bipolar,14231.9,7910.2,8.2551,64.9453
67834,55,MS109,3,23,Female,Right,Med School,1,,,Yes, 13-05-09,623.48,3.14966, SuctionCurved7Fr, Bipolar,9368.37,4283.58,7.31491,55.546,Yes,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree, 13-05-09,623.48,3.14966, SuctionCurved7Fr, Bipolar,9368.37,4283.58,7.31491,55.546
67834,56,MS109,4,23,Female,Right,Med School,1,,,Yes, 13-05-13,617.141,2.0936, SuctionCurved7Fr, Bipolar,9857.52,6150.37,4.86226,60.2994,Yes,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree, 13-05-13,617.141,2.0936, SuctionCurved7Fr, Bipolar,9857.52,6150.37,4.86226,60.2994
69609,23,ms110,1,25,Male,Right,Med School,1,,,Yes, 13-05-15,613.259,1.91159, SuctionCurved7Fr, Bipolar,7984.46,7189.53,4.43957,1.57362,No,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral, 13-05-15,613.259,1.91159, SuctionCurved7Fr, Bipolar,7984.46,7189.53,4.43957,1.57362
69609,123,ms110,2,25,Male,Right,Med School,1,,,Yes, 13-05-16,618.32,2.43953, SuctionCurved7Fr, Bipolar,8215.39,5411.67,5.66567,6.27152,No,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral, 13-05-16,618.32,2.43953, SuctionCurved7Fr, Bipolar,8215.39,5411.67,5.66567,6.27152
69609,124,ms110,3,25,Male,Right,Med School,1,,,Yes, 13-05-17,616.683,1.43689, SuctionCurved7Fr, Bipolar,10027.7,4983.35,3.3371,39.6023,No,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral, 13-05-17,616.683,1.43689, SuctionCurved7Fr, Bipolar,10027.7,4983.35,3.3371,39.6023
69609,125,ms110,4,25,Male,Right,Med School,1,,,Yes, 13-05-20,627.142,1.87927, SuctionCurved7Fr, Bipolar,8636.11,3502.81,4.36448,60.4932,No,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral, 13-05-20,627.142,1.87927, SuctionCurved7Fr, Bipolar,8636.11,3502.81,4.36448,60.4932
69309,42,ms111,1,24,Female,Right,Med School,1,,,Yes, 13-05-08,634.019,1.2153, SuctionCurved7Fr, Bipolar,7948.96,3786.79,2.82246,12.7475,No,Agree,Neutral,Agree,Agree,Agree,Neutral, 13-05-08,634.019,1.2153, SuctionCurved7Fr, Bipolar,7948.96,3786.79,2.82246,12.7475
69309,43,ms111,2,24,Female,Right,Med School,1,,,Yes, 13-05-09,614.578,2.86049, SuctionCurved7Fr, Bipolar,9240.83,4900.26,6.64332,59.3337,No,Agree,Neutral,Agree,Agree,Agree,Neutral, 13-05-09,614.578,2.86049, SuctionCurved7Fr, Bipolar,9240.83,4900.26,6.64332,59.3337
69309,44,ms111,3,24,Female,Right,Med School,1,,,Yes, 13-05-10,616.001,3.49227, SuctionCurved7Fr, Bipolar,11896.1,5165.45,8.1106,82.7223,No,Agree,Neutral,Agree,Agree,Agree,Neutral, 13-05-10,616.001,3.49227, SuctionCurved7Fr, Bipolar,11896.1,5165.45,8.1106,82.7223
69309,45,ms111,4,24,Female,Right,Med School,1,,,Yes, 13-05-14,605.488,3.71037, SuctionCurved7Fr, Bipolar,12292.7,4576.21,8.61712,71.5882,No,Agree,Neutral,Agree,Agree,Agree,Neutral, 13-05-14,605.488,3.71037, SuctionCurved7Fr, Bipolar,12292.7,4576.21,8.61712,71.5882
69358,34,ms112,1,25,Male,Right,Med School,2016,,,Yes, 13-05-09,703.758,2.07181, SuctionCurved7Fr, Bipolar,7200.45,7302.79,4.81166,2.04746,No,Agree,Neutral,Neutral,Agree,Neutral,Neutral, 13-05-09,703.758,2.07181, SuctionCurved7Fr, Bipolar,7200.45,7302.79,4.81166,2.04746
69358,35,ms112,2,25,Male,Right,Med School,2016,,,Yes, 13-05-10,661.26,2.61057, SuctionCurved7Fr, Bipolar,6601.41,5196.72,6.06291,1.85781,No,Agree,Neutral,Neutral,Agree,Neutral,Neutral, 13-05-10,661.26,2.61057, SuctionCurved7Fr, Bipolar,6601.41,5196.72,6.06291,1.85781
69358,36,ms112,3,25,Male,Right,Med School,2016,,,Yes, 13-05-14,635.541,2.72812, SuctionCurved7Fr, Bipolar,6308.68,3813.5,6.3359,2.92912,No,Agree,Neutral,Neutral,Agree,Neutral,Neutral, 13-05-14,635.541,2.72812, SuctionCurved7Fr, Bipolar,6308.68,3813.5,6.3359,2.92912
69358,37,ms112,4,25,Male,Right,Med School,2016,,,Yes, 13-05-15,621.639,5.54712, SuctionCurved7Fr, Bipolar,9418.36,3684.23,12.8829,5.66365,No,Agree,Neutral,Neutral,Agree,Neutral,Neutral, 13-05-15,621.639,5.54712, SuctionCurved7Fr, Bipolar,9418.36,3684.23,12.8829,5.66365
69558,26,ms113,1,23,Male,Right,Med School,1,,,No, 13-05-14,628.24,4.21936, SuctionCurved7Fr, Bipolar,11947.1,7223.27,9.79922,27.0083,No,,Disagree,Agree,Neutral,Neutral,Disagree, 13-05-14,628.24,4.21936, SuctionCurved7Fr, Bipolar,11947.1,7223.27,9.79922,27.0083
69558,27,ms113,2,23,Male,Right,Med School,1,,,No, 13-05-15,613.039,3.83887, SuctionCurved7Fr, Bipolar,11153.6,6904.8,8.91555,22.4463,No,,Disagree,Agree,Neutral,Neutral,Disagree, 13-05-15,613.039,3.83887, SuctionCurved7Fr, Bipolar,11153.6,6904.8,8.91555,22.4463
69558,28,ms113,3,23,Male,Right,Med School,1,,,No, 13-05-16,628.466,3.65839, SuctionCurved7Fr, Bipolar,12472.9,6399.97,8.49641,76.5028,No,,Disagree,Agree,Neutral,Neutral,Disagree, 13-05-16,628.466,3.65839, SuctionCurved7Fr, Bipolar,12472.9,6399.97,8.49641,76.5028
69558,131,ms113,4,23,Male,Right,Med School,1,,,No, 13-05-17,610.205,3.49707, SuctionCurved7Fr, Bipolar,13429,7689.9,8.12174,80.1741,No,,Disagree,Agree,Neutral,Neutral,Disagree, 13-05-17,610.205,3.49707, SuctionCurved7Fr, Bipolar,13429,7689.9,8.12174,80.1741
69605,24,ms114,1,26,Male,Right,Med School,,,,Yes, 13-05-15,635.3,2.11621, SuctionCurved7Fr, Bipolar,8261.45,6835.24,4.91478,44.9039,No,Agree,Agree,Neutral,Neutral,Agree,Agree, 13-05-15,635.3,2.11621, SuctionCurved7Fr, Bipolar,8261.45,6835.24,4.91478,44.9039
69605,126,ms114,2,26,Male,Right,Med School,,,,Yes, 13-05-16,629.706,3.82613, SuctionCurved7Fr, Bipolar,10116.6,5633.37,8.88597,73.4787,No,Agree,Agree,Neutral,Neutral,Agree,Agree, 13-05-16,629.706,3.82613, SuctionCurved7Fr, Bipolar,10116.6,5633.37,8.88597,73.4787
69605,127,ms114,3,26,Male,Right,Med School,,,,Yes, 13-05-20,607.319,3.6494, SuctionCurved7Fr, Bipolar,9445.18,5361.69,8.47552,74.6214,No,Agree,Agree,Neutral,Neutral,Agree,Agree, 13-05-20,607.319,3.6494, SuctionCurved7Fr, Bipolar,9445.18,5361.69,8.47552,74.6214
69605,128,ms114,4,26,Male,Right,Med School,,,,Yes, 13-05-21,610.186,5.46727, SuctionCurved7Fr, Bipolar,11506.2,5409.8,12.6974,81.465,No,Agree,Agree,Neutral,Neutral,Agree,Agree, 13-05-21,610.186,5.46727, SuctionCurved7Fr, Bipolar,11506.2,5409.8,12.6974,81.465
73972,283,ms115,1,23,Female,Right,Med School,2017,,,Yes, 13-08-13,612.94,2.56521, Bipolar, SuctionCurved7Fr,2286.4,9288.63,5.95756,80.0633,Yes,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-08-13,612.94,2.56521, Bipolar, SuctionCurved7Fr,2286.4,9288.63,5.95756,80.0633
73972,284,ms115,2,23,Female,Right,Med School,2017,,,Yes, 13-08-20,614.701,2.94832, Bipolar, SuctionCurved7Fr,2783.9,10567,6.84731,65.1304,Yes,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-08-20,614.701,2.94832, Bipolar, SuctionCurved7Fr,2783.9,10567,6.84731,65.1304
73972,285,ms115,3,23,Female,Right,Med School,2017,,,Yes, 13-08-21,659.079,2.79225, Bipolar, SuctionCurved7Fr,3670.77,12835.1,6.48484,78.0303,Yes,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-08-21,659.079,2.79225, Bipolar, SuctionCurved7Fr,3670.77,12835.1,6.48484,78.0303
69988,84,ms116n,1,23,Male,Right,Med School,1,,,Yes, 13-05-21,668.92,2.33955, SuctionCurved7Fr, Bipolar,9483.79,6552.85,5.43348,16.5586,No,Neutral,Neutral,Disagree,Agree,Strongly agree,Neutral, 13-05-21,668.92,2.33955, SuctionCurved7Fr, Bipolar,9483.79,6552.85,5.43348,16.5586
69988,85,ms116n,2,23,Male,Right,Med School,1,,,Yes, 13-05-22,622.08,2.27784, SuctionCurved7Fr, Bipolar,7642.21,5582.87,5.29016,5.26156,No,Neutral,Neutral,Disagree,Agree,Strongly agree,Neutral, 13-05-22,622.08,2.27784, SuctionCurved7Fr, Bipolar,7642.21,5582.87,5.29016,5.26156
69988,86,ms116n,3,23,Male,Right,Med School,1,,,Yes, 13-05-29,616.883,3.18035, SuctionCurved7Fr, Bipolar,9482.71,7073.28,7.38618,20.2285,No,Neutral,Neutral,Disagree,Agree,Strongly agree,Neutral, 13-05-29,616.883,3.18035, SuctionCurved7Fr, Bipolar,9482.71,7073.28,7.38618,20.2285
69988,87,ms116n,4,23,Male,Right,Med School,1,,,Yes, 13-05-31,614.34,2.06279, SuctionCurved7Fr, Bipolar,6463.99,5845.56,4.79071,14.3991,No,Neutral,Neutral,Disagree,Agree,Strongly agree,Neutral, 13-05-31,614.34,2.06279, SuctionCurved7Fr, Bipolar,6463.99,5845.56,4.79071,14.3991
69986,88,ms117,1,23,Male,Right,Med School,1,,,Yes, 13-05-21,636.441,0.507652, SuctionCurved7Fr, Bipolar,6844.06,3806.28,1.17899,0,Yes,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral, 13-05-21,636.441,0.507652, SuctionCurved7Fr, Bipolar,6844.06,3806.28,1.17899,0
69986,89,ms117,2,23,Male,Right,Med School,1,,,Yes, 13-05-22,617.221,3.61101, SuctionCurved7Fr, Bipolar,12601,6945.7,8.38636,56.3326,Yes,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral, 13-05-22,617.221,3.61101, SuctionCurved7Fr, Bipolar,12601,6945.7,8.38636,56.3326
69986,90,ms117,3,23,Male,Right,Med School,1,,,Yes, 13-05-23,648.58,3.40622, SuctionCurved7Fr, Bipolar,13996.9,6465.67,7.91075,70.8347,Yes,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral, 13-05-23,648.58,3.40622, SuctionCurved7Fr, Bipolar,13996.9,6465.67,7.91075,70.8347
